instrument_key,exchange_token,"SYMBOL 
",name,last_price
NSE_EQ|INE586G01017,11581,GULFPETRO,GP PETROLEUMS LIMITED,64.03
NSE_EQ|INE039A01010,1491,IFCI,IFCI LTD,64.21
NSE_EQ|INE263W01010,9576,MAHESHWARI,MAHESHWARI LOGISTICS LTD.,64.53
NSE_EQ|INE0D0K01022,6663,SIGACHI,SIGACHI INDUSTRIES LTD,64.69
NSE_EQ|INE105I01020,6262,SELMC,SEL MANUFACTURING CO LTD,64.77
NSE_EQ|INE725L01011,24385,KARMAENG,KARMA ENERGY LIMITED,64.97
NSE_EQ|INE418H01029,13501,ALLCARGO,ALLCARGO LOGISTICS LTD,65.04
NSE_EQ|INE183W23014,20817,IRBINVIT,IRB INVIT FUND,65.07
NSE_EQ|INE738V01013,6156,ARTNIRMAN,ART NIRMAN LIMITED,65.62
NSE_EQ|INE483A01010,14894,CENTRALBK,CENTRAL BANK OF INDIA,65.76
NSE_EQ|INE244B01030,11699,PATELENG,PATEL ENGINEERING LTD.,65.92
NSE_EQ|INE888C01040,15343,SADHNANIQ,SADHANA NITROCHEM LIMITED,66.19
NSE_EQ|INE640C01011,11856,SHAHALLOYS,SHAH ALLOYS LIMITED,66.19
NSE_EQ|INE138A01028,2256,PENINLAND,PENINSULA LAND LIMITED,66.34
NSE_EQ|INE745B01028,896,KHAICHEM,KHAITAN CHEM & FERT LTD,66.38
NSE_EQ|INE821I01022,15313,IRB,IRB INFRA DEV LTD.,66.46
NSE_EQ|INE420B01036,3813,ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,66.54
NSE_EQ|INE586X01012,1135,GTECJAINX,G-TEC JAINX EDUCATION LTD,66.55
NSE_EQ|INE457A01014,11377,MAHABANK,BANK OF MAHARASHTRA,66.68
NSE_EQ|INE611L01021,21957,INDTERRAIN,IND TERRAIN FASHIONS LTD,66.72
NSE_EQ|INE596H01014,13595,HOVS,HOV SERVICES LTD,67.06
NSE_EQ|INE565A01014,9348,IOB,INDIAN OVERSEAS BANK,67.42
NSE_EQ|INE073V01015,21578,COMSYN,COMMERCIAL SYN BAGS LTD,67.99
NSE_EQ|INE005I01014,14398,AMDIND,AMD INDUSTRIES LIMITED,68.13
NSE_EQ|INE794B01026,9158,BALAJITELE,BALAJI TELEFILMS LIMITED.,68.51
NSE_EQ|INE933B01012,14793,MEGASOFT,MEGASOFT LTD,68.72
NSE_EQ|INE093R01011,17801,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,69.61
NSE_EQ|INE0PB301013,23127,SCILAL,SHIPPING CORP OF ILA LTD,69.68
NSE_EQ|INE532F01054,15119,EDELWEISS,EDELWEISS FIN SERV LTD,69.94
NSE_EQ|INE830Q01018,7417,MANAKCOAT,MAN COAT METAL & IND LTD,69.97
NSE_EQ|INE374B01019,8687,MUKTAARTS,MUKTA ARTS LIMITED,70.04
NSE_EQ|INE199C01026,14745,ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,70.41
NSE_EQ|INE734N01019,4843,SNOWMAN,SNOWMAN LOGISTICS LTD.,70.58
NSE_EQ|INE295D01020,20425,NACLIND,NACL INDUSTRIES LIMITED,70.78
NSE_EQ|INE893I01013,18110,VASCONEQ,VASCON ENGINEERS LTD,70.92
NSE_EQ|INE713B01026,11852,SURYALAXMI,SURYALAKSHMI COT MIL LTD,71.28
NSE_EQ|INE482B01010,19292,TERASOFT,TERA SOFTWARE LIMITED,71.96
NSE_EQ|INE0N0Y01013,14871,USK,UDAYSHIVAKUMAR INFRA LTD,72.19
NSE_EQ|INE882A01013,2112,MARALOVER,MARAL OVERSEAS LTD,72.47
NSE_EQ|INE0FS801015,8596,MSUMI,MOTHERSON SUMI WRNG IND L,72.62
NSE_EQ|INE421A01028,7759,ABAN,ABAN OFFSHORE LTD.,72.66
NSE_EQ|INE268B01013,1937,KREBSBIO,KREBS BIOCHEMICALS & IND,72.74
NSE_EQ|INE420C01059,25468,PAISALO,PAISALO DIGITAL LIMITED,72.93
NSE_EQ|INF754K01SE6,19933,EGOLD,EDELAMC - EGOLD,73.35
NSE_EQ|INE022I01019,14889,ASIANTILES,ASIAN GRANITO IND. LTD.,73.5
NSE_EQ|INE074B01023,13955,PARACABLES,PARAMOUNT COMM LTD,73.64
NSE_EQ|INE251C01025,5549,ABMINTLLTD,ABM INTERNATIONAL LTD,73.82
NSE_EQ|INE748Z01013,11141,SUMIT,SUMIT WOODS LIMITED,73.86
NSE_EQ|INE760W01015,6913,RPPL,RAJSHREE POLYPACK LTD,73.9
NSE_EQ|INE01GN01025,2275,IRISDOREME,IRIS CLOTHINGS LIMITED,74.2
NSE_EQ|INE088F01024,9741,PARADEEP,PARADEEP PHOSPHATES LTD,74.64
NSE_EQ|INE538A01037,1289,GFLLIMITED,GFL LIMITED,75.35
NSE_EQ|INE885F01015,18727,MASKINVEST,MASK INVESTMENTS LIMITED,75.96
NSE_EQ|INE319B01014,7919,BYKE,THE BYKE HOSPITALITY LTD,75.96
NSE_EQ|INE858F01012,13304,NITCO,NITCO LIMITED,76.46
NSE_EQ|INE834M01019,27297,RTNINDIA,RATTANINDIA ENT LIMITED,76.54
NSE_EQ|INE809I01019,15278,ONMOBILE,ONMOBILE GLOBAL LTD.,76.91
NSE_EQ|INE924H01018,14775,TARMAT,TARMAT LIMITED,77.05
NSE_EQ|INE498A01018,805,DCM,DCM LTD,77.08
NSE_EQ|INE123F01029,17957,MMTC,MMTC LIMITED,77.26
NSE_EQ|INE175A01038,10397,JISLJALEQS,JAIN IRRIGATION SYSTEMS,77.45
NSE_EQ|INE092T01019,11184,IDFCFIRSTB,IDFC FIRST BANK LIMITED,77.46
NSE_EQ|INE0CU601026,8529,GMRP&UI,GMR POW AND URBAN INFRA L,77.67
NSE_EQ|INE338D01028,25017,BODALCHEM,BODAL CHEMICALS LTD,77.75
NSE_EQ|INE172N01012,7672,IMAGICAA,IMAGICAAWORLD ENT LTD,77.95
NSE_EQ|INE082W01014,9865,WEWIN,WE WIN LIMITED,78.11
NSE_EQ|INE366A01041,11667,DWARKESH,DWARIKESH SUGAR IND LTD,78.43
NSE_EQ|INE731C01018,3912,KHAITANLTD,KHAITAN (INDIA)LTD.,78.84
NSE_EQ|INE141K01013,18214,TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,79.42
NSE_EQ|INE147A01011,3252,SPIC,SPIC LTD,79.5
NSE_EQ|INE517B01013,8954,TTML,TATA TELESERV(MAHARASTRA),80.16
NSE_EQ|INE575C01027,5606,INTLCONV,INTL CONVEYORS LIMITED,80.36
NSE_EQ|INE583L01014,7927,AGSTRA,AGS TRANSACT TECH LTD,80.37
NSE_EQ|INE819L01012,24928,ELGIRUBCO,ELGI RUBBER CO. LTD,80.45
NSE_EQ|INE398B01018,9002,MRO-TEK,MRO-TEK REALTY LIMITED,80.55
NSE_EQ|INE855R01021,13580,RADIANTCMS,RADIANT CASH MGMT SER LTD,80.86
NSE_EQ|INE552D01024,10238,CONFIPET,CONFIDENCE PETRO IND LTD.,82.4
NSE_EQ|INE650L01011,25140,BROOKS,BROOKS LAB LIMITED,82.44
NSE_EQ|INE731U01028,6136,DIGJAMLMTD,DIGJAM LTD,83.14
NSE_EQ|INE562B01019,2809,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,83.4
NSE_EQ|INE0CT101020,5394,MOL,MEGHMANI ORGANICS LIMITED,83.81
NSE_EQ|INE870H01013,14111,NETWORK18,NETWORK18 MEDIA & INV LTD,84.11
NSE_EQ|INE780C01023,13637,JMFINANCIL,JM FINANCIAL LIMITED,84.37
NSE_EQ|INE0GIU01018,8845,UMAEXPORTS,UMA EXPORTS LIMITED,84.45
NSE_EQ|INE423Y01016,18026,SBFC,SBFC FINANCE LIMITED,85.09
NSE_EQ|INE672B01032,13511,MUNJALAU,MUNJAL AUTO IND. LTD.,85.39
NSE_EQ|INE0PA801013,16696,GHCLTEXTIL,GHCL TEXTILES LIMITED,85.51
NSE_EQ|INE557Z01018,15730,PIGL,POWER INSTRUMENT (G) LTD,85.61
NSE_EQ|INE071E01023,19578,UGARSUGAR,THE UGAR SUGAR WORKS LTD,85.8
NSE_EQ|INE0HMF01019,11582,TRACXN,TRACXN TECHNOLOGIES LTD,86.26
NSE_EQ|INE008A01015,1476,IDBI,IDBI BANK LIMITED,86.33
NSE_EQ|INE047B01011,17839,GILLANDERS,GILLANDERS ARBUTHNOT LTD,86.82
NSE_EQ|INE385I01010,14848,ALPA,ALPA LABORATORIES LTD,86.9
NSE_EQ|INE488D01021,14008,AVTNPL,AVT NATURAL PRODUCTS LTD,87
NSE_EQ|INE148A01019,3509,TNPETRO,TAMILNADU PETROPRODUCTS L,87.13
NSE_EQ|INE782X01033,5507,SERVOTECH,SERVOTECH POWER SYS LTD.,87.21
NSE_EQ|INE020801028,8163,SPENCERS,SPENCER S RETAIL LIMITED,87.54
NSE_EQ|INE201M01029,20223,CLEDUCATE,CL EDUCATE LIMITED,87.68
NSE_EQ|INE715Y01023,708,SHRADHA,SHRADHA INFRAPROJECTS LTD,88.56
NSE_EQ|INE529F01035,4522,SIGIND,SIGNET INDUSTRIES LIMITED,88.83
NSE_EQ|INE368U01011,7560,UNITEDPOLY,UNITED POLYFAB GUJ. LTD.,89.01
NSE_EQ|INE201A01024,13796,MANALIPETC,MANALI PETROCHEMICALS LT,89.25
NSE_EQ|INE0INJ01017,19458,PLAZACABLE,PLAZA WIRES LIMITED,89.39
NSE_EQ|INE627H01017,14222,CTE,CAMBRIDGE TECH ENTER LTD,89.62
NSE_EQ|INE350H01032,13290,BLKASHYAP,B.L.KASHYAP & SON LTD,89.75
NSE_EQ|INF209KB19F6,8003,SILVER,BIRLASLAMC - SILVER,90.01
NSE_EQ|INE0JM501013,13675,NRL,NUPUR RECYCLERS LIMITED,90.1
NSE_EQ|INE862Y01015,828,BANKA,BANKA BIOLOO LIMITED,90.31
NSE_EQ|INE888B01018,19672,PODDARHOUS,PODDAR HOUSE & DVPT LTD,90.55
NSE_EQ|INE655B01011,347,BANARBEADS,BANARAS BEADS LTD,91.34
NSE_EQ|INE550H01011,13419,SUPREMEINF,SUPREME INFRA. LTD,91.57
NSE_EQ|INE776C01039,13528,GMRINFRA,GMR AIRPORTS INFRA LTD,91.73
NSE_EQ|INE0CHO01012,245,ADL,ARCHIDPLY DECOR LIMITED,91.98
NSE_EQ|INE052A01021,24969,WINDMACHIN,WINDSOR MACHINES LIMITED,92.03
NSE_EQ|INE065D01027,12015,SATINDLTD,SAT INDUSTRIES LIMITED,92.46
NSE_EQ|INE353A01023,14547,NDLVENTURE,NDL VENTURES LIMITED,92.61
NSE_EQ|INE669X01024,17922,GEEKAYWIRE,GEEKAY WIRES LIMITED,92.68
NSE_EQ|INE413G01022,9219,TPLPLASTEH,TPL PLASTECH LIMITED,92.89
NSE_EQ|INE864B01027,11387,UMANGDAIRY,UMANG DAIRIES LIMITED,93.24
NSE_EQ|INE035801013,13689,SAH,SAH POLYMERS LIMITED,93.32
NSE_EQ|INF457M01133,2328,CPSEETF,CPSE ETF,93.41
NSE_EQ|INE199G01027,13211,JAGRAN,JAGRAN PRAKASHAN LIMITED,93.7
NSE_EQ|INE800H01010,14853,OMAXE,OMAXE LIMITED,94.21
NSE_EQ|INE644Y01017,1497,SHIVAMILLS,SHIVA MILLS LIMITED,94.83
NSE_EQ|INE832A01018,6934,MODIRUBBER,MODI RUBBER LTD,94.86
NSE_EQ|INE509F01029,18524,CUPID,CUPID LIMITED,94.98
NSE_EQ|INE0GFE01018,5352,EXXARO,EXXARO TILES LIMITED,95.34
NSE_EQ|INE0GGX23010,3494,PGINVIT,POWERGRID INFRA. INVITS,95.78
NSE_EQ|INE865T01018,15377,PDMJEPAPER,PUDUMJEE PAPER PRO. LTD,96.44
NSE_EQ|INE152B01027,13688,ACLGATI,ALLCARGO GATI LIMITED,96.82
NSE_EQ|INE506Z01015,6860,DHRUV,DHRUV CONSULTANCY SER LTD,97
NSE_EQ|INE218C01016,9035,AUSOMENT,AUSOM ENTERPRISE LIMITED,97.1
NSE_EQ|INE193B01039,10285,AYMSYNTEX,AYM SYNTEX LIMITED,97.22
NSE_EQ|INE786W01010,1547,RKEC,RKEC PROJECTS LIMITED,97.89
NSE_EQ|INE144D01012,9881,CUBEXTUB,CUBEXTUBINGS-ROLLSETT,98
NSE_EQ|INE453D01025,14043,SARLAPOLY,SARLA PERF. FIBERS LTD,98.04
NSE_EQ|INE367G01038,13496,PFOCUS,PRIME FOCUS LIMITED,98.47
NSE_EQ|INE395H01011,10406,STEELCITY,STEEL CITY SECURITIES LTD,98.7
NSE_EQ|INE393A01011,1214,DELTAMAGNT,DELTA MANUFACTURING LTD,98.85
NSE_EQ|INE871H01011,15351,GSS,GSS INFOTECH LIMITED,98.98
NSE_EQ|INE0GSL01024,7376,HPAL,HP ADHESIVES LIMITED,99.06
NSE_EQ|INE697V01011,6141,PANSARI,PANSARI DEVELOPERS LTD,99.19
NSE_EQ|INE015D01022,15199,MANAKSIA,MANAKSIA LTD.,99.9
NSE_EQ|INE063P01018,913,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,100.21
NSE_EQ|INE666E01020,15420,ACL,ANDHRA CEMENTS LIMITED,100.23
NSE_EQ|INE550B01022,4116,HBSL,HB STOCKHOLDINGS LIMITED,100.8
NSE_EQ|INE495B01038,11233,SUVEN,SUVEN LIFE SCIENCES LTD,100.95
NSE_EQ|INE451L01014,17527,MAHASTEEL,MAHAMAYA STEEL INDS LTD,101.07
NSE_EQ|INE414A01015,4911,MADRASFERT,MADRAS FERTILISERS LTD,101.3
NSE_EQ|INE164B01022,13430,KELLTONTEC,KELLTON TECH SOL LTD,101.58
NSE_EQ|INE919I04010,15082,RADIOCITY,MUSIC BROADCAST LIMITED,102
NSE_EQ|INE112X01017,6218,SIKKO,SIKKO INDUSTRIES LIMITED,102.18
NSE_EQ|INE007B01023,11896,GEOJITFSL,GEOJIT FINANCIAL SER L,102.22
NSE_EQ|INE518E01015,12384,ZIMLAB,ZIM LABORATORIES LIMITED,102.29
NSE_EQ|INE848E01016,17400,NHPC,NHPC LTD,102.3
NSE_EQ|INE110A01019,530,BPL,BPL LTD,102.76
NSE_EQ|INE778K01012,19277,EMAMIREAL,EMAMI REALTY LIMITED,102.87
NSE_EQ|INE0BTM01013,19498,SECMARK,SECMARK CONSULTANCY LTD,102.91
NSE_EQ|INE713T01028,1134,APOLLO,APOLLO MICRO SYSTEMS LTD,102.97
NSE_EQ|INE278M01019,10557,NAVKARCORP,NAVKAR CORPORATION LTD.,103.08
NSE_EQ|INE999B01013,2997,SANGHIIND,SANGHI INDUSTRIES LTD,103.23
NSE_EQ|INE871K01015,19211,HMVL,HINDUSTAN MEDIA VENT LTD,103.55
NSE_EQ|INE922A01025,419,BEPL,BHANSALI ENG. POLYMERS LT,103.58
NSE_EQ|INE426A01027,79,ALEMBICLTD,ALEMBIC LIMITED,103.95
NSE_EQ|INE079J01017,8510,GATEWAY,GATEWAY DISTRIPARKS LTD,104.48
NSE_EQ|INE161A01038,11522,NIITLTD,NIIT LIMITED,104.63
NSE_EQ|INE722H01024,15129,RGL,RENAISSANCE GLOBAL LTD,105.03
NSE_EQ|INE753K01015,18142,EMMBI,EMMBI INDUSTRIES LIMITED,105.16
NSE_EQ|INE336X01012,22423,TOTAL,TOTAL TRANSPORT SYS LTD,105.2
NSE_EQ|INE416D01022,19265,BLISSGVS,BLISS GVS PHARMA LTD,105.37
NSE_EQ|INE694E01014,1782,KANPRPLA,KANPUR PLASTIPACK LIMITED,105.45
NSE_EQ|INE0NHL23019,23036,BHINVIT,BHARAT HIGHWAYS INVIT,106.87
NSE_EQ|INE07T201019,1494,RBA,RESTAURANT BRAND ASIA LTD,106.88
NSE_EQ|INE571B01036,1708,JAYBARMARU,JAY BHARAT MARUTI LTD,107.03
NSE_EQ|INE584F01014,11817,MANGALAM,MANGALAM DRUG & CHEM LTD,107.74
NSE_EQ|INE933A01014,2028,LYKALABS,LYKA LABS LTD,107.75
NSE_EQ|INE592B01016,14314,TTL,T T LIMITED,108
NSE_EQ|INE412C01023,7109,JMA,JULLUNDUR MOT AGENCY LTD,108.52
NSE_EQ|INE458B01036,20776,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,108.8
NSE_EQ|INE052I01032,6216,CAMLINFINE,CAMLIN FINE SCIENCES LTD,109.59
NSE_EQ|INE859A01011,8736,PNBGILTS,PNB GILTS LIMITED,109.65
NSE_EQ|INE561C01019,426,BHARATGEAR,BHARAT GEARS LTD.,109.8
NSE_EQ|INE760L01018,27037,TBZ,TRIB BHIMJI ZAVERI LTD,110.01
NSE_EQ|INE609C01024,18208,ORIENTLTD,ORIENT PRESS LIMITED,110.14
NSE_EQ|INE232A01011,3099,SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,110.41
NSE_EQ|INE932C01012,3837,TOKYOPLAST,TOKYO PLAST INTL LTD,110.71
NSE_EQ|INE877I01016,16799,ARCHIDPLY,ARCHIDPLY IND. LTD,110.75
NSE_EQ|INE364A01020,1720,JAYSREETEA,JAYSHREE TEA & INDUSTRIES,111.08
NSE_EQ|INF109KB15Y7,522,ICICIB22,ICICIPRAMC - BHARATIWIN,111.14
NSE_EQ|INE558R01013,7425,HECPROJECT,HEC INFRA PROJECTS LTD,111.77
NSE_EQ|INE548A01028,21951,HFCL,HFCL LIMITED,112.23
NSE_EQ|INE196Y01018,22277,WORTH,WORTH PERIPHERALS LIMITED,113.19
NSE_EQ|INE870D01012,13925,NFL,NATIONAL FERT. LTD,113.85
NSE_EQ|INE217L01019,7200,SHRIRAMPPS,SHRIRAM PROPERTIES LTD,114.13
NSE_EQ|INE043D01016,11957,IDFC,IDFC LIMITED,114.23
NSE_EQ|INE0D0U01013,12542,AAATECH,AAA TECHNOLOGIES LIMITED,114.27
NSE_EQ|INE788H01017,14627,HILTON,HILTON METAL FORGING LTD,114.3
NSE_EQ|INE289C01025,11217,TIMESGTY,TIMES GUARANTY LIMITED,114.79
NSE_EQ|INE206B01013,3821,ZODIACLOTH,ZODIAC CLOTHING CO. LTD.,115.51
NSE_EQ|INE01P501012,8478,XELPMOC,XELPMOC DESIGN & TECH LTD,115.7
NSE_EQ|INE830C01026,10074,EMAMIPAP,EMAMI PAPER MILLS LIMITED,116.01
NSE_EQ|INE778B01029,24265,ESTER,ESTER INDUSTRIES LTD,116.46
NSE_EQ|INE798K01010,11432,KRITINUT,KRITI NUTRIENTS LIMITED,116.65
NSE_EQ|INE707C01018,19447,CAPTRUST,CAPITAL TRUST LIMITED,116.89
NSE_EQ|INE138C01024,1835,KANORICHEM,KANORIA CHEMICALS & INDUS,117
NSE_EQ|INE170E01023,11045,SATIA,SATIA INDUSTRIES LIMITED,117.01
NSE_EQ|INE558B01017,15007,MANGCHEFER,MANG.CHEM.FERT.LTD,117.32
NSE_EQ|INE985A01022,23480,SINCLAIR,SINCLAIRS HOTELS LIMITED,117.34
NSE_EQ|INE952H01027,14407,RAJTV,RAJ TV NETWORK LTD,117.64
NSE_EQ|INE895W01019,16292,PANACHE,PANACHE DIGILIFE LIMITED,118.49
NSE_EQ|INE083D01012,13441,BALPHARMA,BAL PHARMA LTD.,118.83
NSE_EQ|INE915B01019,4870,INDSWFTLAB,IND SWIFT LABORATORIES LT,119.15
NSE_EQ|INE652Z01017,8827,AVROIND,AVRO INDIA LIMITED,119.47
NSE_EQ|INE080A01014,3748,WEIZMANIND,WEIZMANN LTD,119.53
NSE_EQ|INE805A01014,9874,GOLDTECH,AION-TECH SOLUTIONS LTD,120
NSE_EQ|INE392A01021,4221,VISAKAIND,VISAKA INDUSTRIES LIMITED,120.08
NSE_EQ|INE060X01026,8146,DEVIT,DEV INFO TECHNOLOGY LTD,120.31
NSE_EQ|INE636A01039,17022,MAWANASUG,MAWANA SUGARS LIMITED,120.76
NSE_EQ|INE692G01013,11705,XCHANGING,XCHANGING SOLUTIONS LTD,120.83
NSE_EQ|INE718H01014,14106,AUTOIND,AUTOLINE INDUSTRIES LTD,121.64
NSE_EQ|INE476A01022,10794,CANBK,CANARA BANK,121.92
NSE_EQ|INE566K01011,18479,ISFT,INTRASOFT TECH. LTD,122.48
NSE_EQ|INE168A01041,5633,J&KBANK,J & K BANK LTD.,122.82
NSE_EQ|INE007N01010,20322,FEDFINA,FEDBANK FINANCIAL SER L,123
NSE_EQ|INE918N01018,8652,VETO,VETO SWITCHGEAR CABLE LTD,123.52
NSE_EQ|INE807F01027,14296,SEQUENT,SEQUENT SCIENTIFIC LTD.,123.56
NSE_EQ|INE760F01028,9116,INDOAMIN,INDO AMINES LIMITED,124.06
NSE_EQ|INE618N01022,11309,BALAXI,BALAXI PHARMA LTD,124.12
NSE_EQ|INE527H01019,9039,UFO,UFO MOVIEZ INDIA LTD.,124.16
NSE_EQ|INE715B01021,136,ANDHRSUGAR,ANDHRA SUGARS LTD,124.4
NSE_EQ|INE084A01016,4745,BANKINDIA,BANK OF INDIA,124.51
NSE_EQ|INE480C01038,1338,SDBL,SOM DIST & BREW LTD,125.04
NSE_EQ|INE218G01033,17059,PALREDTEC,PALRED TECHNOLOGIES LTD,125.15
NSE_EQ|INE05CZ01011,18423,RATNAVEER,RATNAVEER PRECISION ENG L,125.75
NSE_EQ|INE071D01033,6961,MENONBE,MENON BEARINGS LIMITED,125.8
NSE_EQ|INE737D01021,3325,MODISONLTD,MODISON LIMITED,126.23
NSE_EQ|INE773I01017,16959,ALKALI,ALKALI METALS LTD,126.57
NSE_EQ|INE160A01022,10666,PNB,PUNJAB NATIONAL BANK,126.57
NSE_EQ|INE05ST01028,14139,SBGLP,SURATWWALA BUS GROUP LTD,127.18
NSE_EQ|INE732F01019,14932,ISMTLTD,ISMT LIMITED,127.36
NSE_EQ|INE948A01012,5428,TRIGYN,TRIGYN TECHNOLOGIES LTD,127.48
NSE_EQ|INE668D01028,13839,DONEAR,DONEAR IND. LIMITED,127.64
NSE_EQ|INE803H01014,13821,RUCHIRA,RUCHIRA PAPERS LIMITED,127.86
NSE_EQ|INE039C01032,20778,JAMNAAUTO,JAMNA AUTO IND LTD,128.18
NSE_EQ|INE597L01014,22415,LOVABLE,LOVABLE LINGERIE LTD,128.6
NSE_EQ|INE823A01017,5528,KOTHARIPRO,KOTHARI PRODUCTS LTD,128.72
NSE_EQ|INE08KJ01020,19783,MUFIN,MUFIN GREEN FINANCE LTD,128.72
NSE_EQ|INE0PEQ01016,20893,RBZJEWEL,RBZ JEWELLERS LIMITED,128.98
NSE_EQ|INE00PV01013,2007,AHLADA,AHLADA ENGINEERS LIMITED,129.64
NSE_EQ|INE106T01025,2868,HITECH,HI-TECH PIPES LIMITED,130.44
NSE_EQ|INE0JR601024,18760,YATRA,YATRA ONLINE LIMITED,131.01
NSE_EQ|INE323B01016,13557,AVONMORE,AVONMORE CAP&MGT SERV LTD,131.11
NSE_EQ|INE324L01013,20764,RPPINFRA,R.P.P INFRA PROJECTS LTD.,131.24
NSE_EQ|INE980Y01015,9678,SOUTHWEST,SOUTH WEST PINNACLE LTD,131.43
NSE_EQ|INE049A01027,1360,HIMATSEIDE,HIMATSINGKA SEIDE LTD,132.01
NSE_EQ|INE704H01022,27161,CINELINE,CINELINE INDIA LIMITED,132.54
NSE_EQ|INE326B01027,16719,ALMONDZ,ALMONDZ GLOBAL SEC LTD,133.01
NSE_EQ|INE002L01015,18883,SJVN,SJVN LTD,133.12
NSE_EQ|INE219X23014,20988,INDIGRID,INDIA GRID TRUST,133.19
NSE_EQ|INE922B01023,4055,PANACEABIO,PANACEA BIOTEC LTD,133.47
NSE_EQ|INE471W01019,21383,PALASHSECU,PALASH SECURITIES LTD,133.48
NSE_EQ|INE546V01010,6040,EIFFL,EURO (I) FRESH FOODS LTD,133.79
NSE_EQ|INE289A01011,13106,NAHARINDUS,NAHAR INDS ENT LTD,134.09
NSE_EQ|INE0NDH25011,15815,NXST,NEXUS SELECT TRUST,134.11
NSE_EQ|INE089C01029,9309,STLTECH,STERLITE TECHNOLOGIES LTD,134.25
NSE_EQ|INE209B01025,2909,RICOAUTO,RICO AUTO INDUSTRIES LTD,134.49
NSE_EQ|INE224A01026,1235,GREAVESCOT,GREAVES COTTON LTD.,134.64
NSE_EQ|INE720A01015,4594,KOTHARIPET,KOTHARI PETROCHEM LTD,134.72
NSE_EQ|INE846D01012,18235,LORDSCHLO,LORDS CHLORO ALKALI LTD,134.96
NSE_EQ|INE124G01033,15044,DELTACORP,DELTA CORP LIMITED,135.28
NSE_EQ|INE435C01024,11549,TEXINFRA,TEXMACO INFRA & HOLDG LTD,135.65
NSE_EQ|INE129Z01016,381,SINTERCOM,SINTERCOM INDIA LIMITED,135.67
NSE_EQ|INE781A01025,20071,INTENTECH,INTENSE TECHNOLOGIES LTD,135.75
NSE_EQ|INE069I01010,14450,IBREALEST,INDIABULLS REAL EST. LTD,136.46
NSE_EQ|INE184H01027,13091,EKC,EVEREST KANTO CYLINDERLTD,136.76
NSE_EQ|INE503A01015,13725,DCBBANK,DCB BANK LIMITED,137.16
NSE_EQ|INE372C01037,2717,PRECWIRE,PRECISION WIRES INDIA LTD,137.63
NSE_EQ|INE059B01024,9331,SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,137.8
NSE_EQ|INE828O01033,8469,MITCON,MITCON CON & ENG SER LTD,138.91
NSE_EQ|INE754X01016,19073,AARVI,AARVI ENCON LIMITED,138.97
NSE_EQ|INE215I01027,15017,MAANALU,MAAN ALUMINIUM LIMITED,139.68
NSE_EQ|INE02L001032,24016,BOROSCI,BOROSIL SCIENTIFIC LTD,140.05
NSE_EQ|INE01JE01028,1328,MARINE,MARINE ELECTRICAL (I) LTD,140.1
NSE_EQ|INE192B01031,11253,WELSPUNLIV,WELSPUN LIVING LIMITED,140.82
NSE_EQ|INE510W01014,12188,INOXGREEN,INOX GREEN ENERGY SER LTD,140.86
NSE_EQ|INE363A01022,18425,ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,141
NSE_EQ|INE548Z01017,5867,LAGNAM,LAGNAM SPINTEX LIMITED,141.14
NSE_EQ|INE926K01017,19438,AHLEAST,ASIAN HOTELS (EAST) LTD,141.44
NSE_EQ|INE924D01017,21427,THEINVEST,THE INVEST TRUST OF IND L,141.58
NSE_EQ|INE750A01020,2493,ORIENTHOT,ORIENT HOTELS LTD,141.96
NSE_EQ|INE655A01013,10948,STCINDIA,THE STATE TRADING CORPN,142.49
NSE_EQ|INE189I01024,14761,NELCAST,NELCAST LIMITED,143.1
NSE_EQ|INE898S01029,10310,AURUM,AURUM PROPTECH LIMITED,143.7
NSE_EQ|INE970X01018,2606,LEMONTREE,LEMON TREE HOTELS LTD,144.63
NSE_EQ|INE626A01014,3018,SAURASHCEM,SAURASHTRA CEMENT LIMITED,144.66
NSE_EQ|INE100D01014,14828,WSI,W.S.INDUSTRIES (I) LTD.,145.65
NSE_EQ|INE692A01016,10753,UNIONBANK,UNION BANK OF INDIA,146.24
NSE_EQ|INE066P01011,7852,INOXWIND,INOX WIND LIMITED,146.31
NSE_EQ|INE090B01011,14125,OMAXAUTO,OMAX AUTOS LTD,147.61
NSE_EQ|INE0JWS01017,19218,VALIANTLAB,VALIANT LABORATORIES LTD,147.85
NSE_EQ|INE974Z01015,8304,PRITI,PRITI INTERNATIONAL LTD,147.95
NSE_EQ|INE323J01019,17794,SOMICONVEY,SOMI CONVEYOR BELT. LTD.,147.98
NSE_EQ|INE629D01020,14511,BANSWRAS,BANSWARA SYNTEX LIMITED,148.15
NSE_EQ|INE491A01021,5701,CUB,CITY UNION BANK LTD,148.27
NSE_EQ|INE966A01022,12124,DOLATALGO,DOLAT ALGOTECH LIMITED,148.3
